"","regiao","estado","date","casosNovos","casosAcumulados","obitosNovos","obitosAcumulados"
"1481","Nordeste","BA",2020-03-10,0,2,0,0
"1482","Nordeste","BA",2020-03-11,0,2,0,0
"1483","Nordeste","BA",2020-03-12,0,2,0,0
"1484","Nordeste","BA",2020-03-13,0,2,0,0
"1485","Nordeste","BA",2020-03-14,0,2,0,0
"1486","Nordeste","BA",2020-03-15,0,2,0,0
"1487","Nordeste","BA",2020-03-16,0,2,0,0
"1488","Nordeste","BA",2020-03-17,1,3,0,0
"1489","Nordeste","BA",2020-03-18,0,3,0,0
"1490","Nordeste","BA",2020-03-19,27,30,0,0
"1491","Nordeste","BA",2020-03-20,3,33,0,0
"1492","Nordeste","BA",2020-03-21,8,41,0,0
"1493","Nordeste","BA",2020-03-22,8,49,0,0
"1494","Nordeste","BA",2020-03-23,14,63,0,0
"1495","Nordeste","BA",2020-03-24,13,76,0,0
"1496","Nordeste","BA",2020-03-25,8,84,0,0
"1497","Nordeste","BA",2020-03-26,20,104,0,0
"1498","Nordeste","BA",2020-03-27,11,115,0,0
"1499","Nordeste","BA",2020-03-28,12,127,0,0
"1500","Nordeste","BA",2020-03-29,27,154,1,1
"1501","Nordeste","BA",2020-03-30,22,176,0,1
"1502","Nordeste","BA",2020-03-31,37,213,1,2
"1503","Nordeste","BA",2020-04-01,33,246,0,2
"1504","Nordeste","BA",2020-04-02,21,267,1,3
"1505","Nordeste","BA",2020-04-03,15,282,2,5
"1506","Nordeste","BA",2020-04-04,50,332,2,7
"1507","Nordeste","BA",2020-04-05,69,401,2,9
"1508","Nordeste","BA",2020-04-06,30,431,1,10
"1509","Nordeste","BA",2020-04-07,25,456,2,12
"1510","Nordeste","BA",2020-04-08,41,497,3,15
"1511","Nordeste","BA",2020-04-09,62,559,4,19
"1512","Nordeste","BA",2020-04-10,45,604,0,19
"1513","Nordeste","BA",2020-04-11,31,635,2,21
"1514","Nordeste","BA",2020-04-12,38,673,0,21
"1515","Nordeste","BA",2020-04-13,50,723,1,22
"1516","Nordeste","BA",2020-04-14,36,759,0,22
"1517","Nordeste","BA",2020-04-15,48,807,5,27
"1518","Nordeste","BA",2020-04-16,144,951,3,30
"1519","Nordeste","BA",2020-04-17,108,1059,6,36
"1520","Nordeste","BA",2020-04-18,134,1193,1,37
"1521","Nordeste","BA",2020-04-19,37,1230,8,45
"1522","Nordeste","BA",2020-04-20,111,1341,1,46
"1523","Nordeste","BA",2020-04-21,148,1489,1,47
"1524","Nordeste","BA",2020-04-22,155,1644,3,50
"1525","Nordeste","BA",2020-04-23,145,1789,9,59
"1526","Nordeste","BA",2020-04-24,173,1962,5,64
"1527","Nordeste","BA",2020-04-25,119,2081,6,70
"1528","Nordeste","BA",2020-04-26,128,2209,3,73
"1529","Nordeste","BA",2020-04-27,145,2354,3,76
"1530","Nordeste","BA",2020-04-28,186,2540,10,86
"1531","Nordeste","BA",2020-04-29,106,2646,10,96
"1532","Nordeste","BA",2020-04-30,205,2851,8,104
"1533","Nordeste","BA",2020-05-01,234,3085,13,117
"1534","Nordeste","BA",2020-05-02,182,3267,6,123
"1535","Nordeste","BA",2020-05-03,228,3495,0,123
"1536","Nordeste","BA",2020-05-04,239,3734,18,141
"1537","Sudeste","MG",2020-01-30,0,0,0,0
"1538","Sudeste","MG",2020-01-31,0,0,0,0
"1539","Sudeste","MG",2020-02-01,0,0,0,0
"1540","Sudeste","MG",2020-02-02,0,0,0,0
"1541","Sudeste","MG",2020-02-03,0,0,0,0
"1542","Sudeste","MG",2020-02-04,0,0,0,0
"1543","Sudeste","MG",2020-02-05,0,0,0,0
"1544","Sudeste","MG",2020-02-06,0,0,0,0
"1545","Sudeste","MG",2020-02-07,0,0,0,0
"1546","Sudeste","MG",2020-02-08,0,0,0,0
"1547","Sudeste","MG",2020-02-09,0,0,0,0
"1548","Sudeste","MG",2020-02-10,0,0,0,0
"1549","Sudeste","MG",2020-02-11,0,0,0,0
"1550","Sudeste","MG",2020-02-12,0,0,0,0
"1551","Sudeste","MG",2020-02-13,0,0,0,0
"1552","Sudeste","MG",2020-02-14,0,0,0,0
"1553","Sudeste","MG",2020-02-15,0,0,0,0
"1554","Sudeste","MG",2020-02-16,0,0,0,0
"1555","Sudeste","MG",2020-02-17,0,0,0,0
"1556","Sudeste","MG",2020-02-18,0,0,0,0
"1557","Sudeste","MG",2020-02-19,0,0,0,0
"1558","Sudeste","MG",2020-02-20,0,0,0,0
"1559","Sudeste","MG",2020-02-21,0,0,0,0
"1560","Sudeste","MG",2020-02-22,0,0,0,0
"1561","Sudeste","MG",2020-02-23,0,0,0,0
"1562","Sudeste","MG",2020-02-24,0,0,0,0
"1563","Sudeste","MG",2020-02-25,0,0,0,0
"1564","Sudeste","MG",2020-02-26,0,0,0,0
"1565","Sudeste","MG",2020-02-27,0,0,0,0
"1566","Sudeste","MG",2020-02-28,0,0,0,0
"1567","Sudeste","MG",2020-02-29,0,0,0,0
"1568","Sudeste","MG",2020-03-01,0,0,0,0
"1569","Sudeste","MG",2020-03-02,0,0,0,0
"1570","Sudeste","MG",2020-03-03,0,0,0,0
"1571","Sudeste","MG",2020-03-04,0,0,0,0
"1572","Sudeste","MG",2020-03-05,0,0,0,0
"1573","Sudeste","MG",2020-03-06,0,0,0,0
"1574","Sudeste","MG",2020-03-07,0,0,0,0
"1575","Sudeste","MG",2020-03-08,1,1,0,0
"1576","Sudeste","MG",2020-03-09,0,1,0,0
"1577","Sudeste","MG",2020-03-10,0,1,0,0
"1578","Sudeste","MG",2020-03-11,0,1,0,0
"1579","Sudeste","MG",2020-03-12,0,1,0,0
"1580","Sudeste","MG",2020-03-13,1,2,0,0
"1581","Sudeste","MG",2020-03-14,0,2,0,0
"1582","Sudeste","MG",2020-03-15,0,2,0,0
"1583","Sudeste","MG",2020-03-16,3,5,0,0
"1584","Sudeste","MG",2020-03-17,2,7,0,0
"1585","Sudeste","MG",2020-03-18,8,15,0,0
"1586","Sudeste","MG",2020-03-19,14,29,0,0
"1587","Sudeste","MG",2020-03-20,6,35,0,0
"1588","Sudeste","MG",2020-03-21,3,38,0,0
"1589","Sudeste","MG",2020-03-22,45,83,0,0
"1590","Sudeste","MG",2020-03-23,45,128,0,0
"1591","Sudeste","MG",2020-03-24,2,130,0,0
"1592","Sudeste","MG",2020-03-25,3,133,0,0
"1593","Sudeste","MG",2020-03-26,20,153,0,0
"1594","Sudeste","MG",2020-03-27,36,189,0,0
"1595","Sudeste","MG",2020-03-28,16,205,0,0
"1596","Sudeste","MG",2020-03-29,26,231,0,0
"1597","Sudeste","MG",2020-03-30,30,261,1,1
"1598","Sudeste","MG",2020-03-31,14,275,1,2
"1599","Sudeste","MG",2020-04-01,39,314,1,3
"1600","Sudeste","MG",2020-04-02,56,370,1,4
"1601","Sudeste","MG",2020-04-03,27,397,2,6
"1602","Sudeste","MG",2020-04-04,33,430,0,6
"1603","Sudeste","MG",2020-04-05,68,498,0,6
"1604","Sudeste","MG",2020-04-06,27,525,3,9
"1605","Sudeste","MG",2020-04-07,34,559,2,11
"1606","Sudeste","MG",2020-04-08,55,614,3,14
"1607","Sudeste","MG",2020-04-09,41,655,1,15
"1608","Sudeste","MG",2020-04-10,43,698,2,17
"1609","Sudeste","MG",2020-04-11,52,750,0,17
"1610","Sudeste","MG",2020-04-12,56,806,3,20
"1611","Sudeste","MG",2020-04-13,9,815,3,23
"1612","Sudeste","MG",2020-04-14,69,884,4,27
"1613","Sudeste","MG",2020-04-15,19,903,3,30
"1614","Sudeste","MG",2020-04-16,55,958,3,33
"1615","Sudeste","MG",2020-04-17,63,1021,2,35
"1616","Sudeste","MG",2020-04-18,56,1077,4,39
"1617","Sudeste","MG",2020-04-19,77,1154,0,39
"1618","Sudeste","MG",2020-04-20,35,1189,2,41
"1619","Sudeste","MG",2020-04-21,41,1230,3,44
"1620","Sudeste","MG",2020-04-22,53,1283,3,47
"1621","Sudeste","MG",2020-04-23,25,1308,4,51
"1622","Sudeste","MG",2020-04-24,111,1419,3,54
"1623","Sudeste","MG",2020-04-25,62,1481,4,58
"1624","Sudeste","MG",2020-04-26,67,1548,3,61
"1625","Sudeste","MG",2020-04-27,38,1586,1,62
"1626","Sudeste","MG",2020-04-28,63,1649,9,71
"1627","Sudeste","MG",2020-04-29,109,1758,9,80
"1628","Sudeste","MG",2020-04-30,69,1827,2,82
"1629","Sudeste","MG",2020-05-01,108,1935,6,88
"1630","Sudeste","MG",2020-05-02,88,2023,0,88
"1631","Sudeste","MG",2020-05-03,95,2118,1,89
"1632","Sudeste","MG",2020-05-04,229,2347,1,90
"1633","Sudeste","ES",2020-01-30,0,0,0,0
"1634","Sudeste","ES",2020-01-31,0,0,0,0
"1635","Sudeste","ES",2020-02-01,0,0,0,0
"1636","Sudeste","ES",2020-02-02,0,0,0,0
"1637","Sudeste","ES",2020-02-03,0,0,0,0
"1638","Sudeste","ES",2020-02-04,0,0,0,0
"1639","Sudeste","ES",2020-02-05,0,0,0,0
"1640","Sudeste","ES",2020-02-06,0,0,0,0
"1641","Sudeste","ES",2020-02-07,0,0,0,0
"1642","Sudeste","ES",2020-02-08,0,0,0,0
"1643","Sudeste","ES",2020-02-09,0,0,0,0
"1644","Sudeste","ES",2020-02-10,0,0,0,0
"1645","Sudeste","ES",2020-02-11,0,0,0,0
"1646","Sudeste","ES",2020-02-12,0,0,0,0
"1647","Sudeste","ES",2020-02-13,0,0,0,0
"1648","Sudeste","ES",2020-02-14,0,0,0,0
"1649","Sudeste","ES",2020-02-15,0,0,0,0
"1650","Sudeste","ES",2020-02-16,0,0,0,0
"1651","Sudeste","ES",2020-02-17,0,0,0,0
"1652","Sudeste","ES",2020-02-18,0,0,0,0
"1653","Sudeste","ES",2020-02-19,0,0,0,0
"1654","Sudeste","ES",2020-02-20,0,0,0,0
"1655","Sudeste","ES",2020-02-21,0,0,0,0
"1656","Sudeste","ES",2020-02-22,0,0,0,0
"1657","Sudeste","ES",2020-02-23,0,0,0,0
"1658","Sudeste","ES",2020-02-24,0,0,0,0
"1659","Sudeste","ES",2020-02-25,0,0,0,0
"1660","Sudeste","ES",2020-02-26,0,0,0,0
"1661","Sudeste","ES",2020-02-27,0,0,0,0
"1662","Sudeste","ES",2020-02-28,0,0,0,0
"1663","Sudeste","ES",2020-02-29,0,0,0,0
"1664","Sudeste","ES",2020-03-01,0,0,0,0
"1665","Sudeste","ES",2020-03-02,0,0,0,0
"1666","Sudeste","ES",2020-03-03,0,0,0,0
"1667","Sudeste","ES",2020-03-04,0,0,0,0
"1668","Sudeste","ES",2020-03-05,0,0,0,0
"1669","Sudeste","ES",2020-03-06,1,1,0,0
"1670","Sudeste","ES",2020-03-07,0,1,0,0
"1671","Sudeste","ES",2020-03-08,0,1,0,0
"1672","Sudeste","ES",2020-03-09,0,1,0,0
"1673","Sudeste","ES",2020-03-10,0,1,0,0
"1674","Sudeste","ES",2020-03-11,0,1,0,0
"1675","Sudeste","ES",2020-03-12,0,1,0,0
"1676","Sudeste","ES",2020-03-13,0,1,0,0
"1677","Sudeste","ES",2020-03-14,0,1,0,0
"1678","Sudeste","ES",2020-03-15,0,1,0,0
"1679","Sudeste","ES",2020-03-16,0,1,0,0
"1680","Sudeste","ES",2020-03-17,0,1,0,0
"1681","Sudeste","ES",2020-03-18,8,9,0,0
"1682","Sudeste","ES",2020-03-19,2,11,0,0
"1683","Sudeste","ES",2020-03-20,2,13,0,0
"1684","Sudeste","ES",2020-03-21,13,26,0,0
"1685","Sudeste","ES",2020-03-22,0,26,0,0
"1686","Sudeste","ES",2020-03-23,3,29,0,0
"1687","Sudeste","ES",2020-03-24,4,33,0,0
"1688","Sudeste","ES",2020-03-25,6,39,0,0
"1689","Sudeste","ES",2020-03-26,0,39,0,0
"1690","Sudeste","ES",2020-03-27,8,47,0,0
"1691","Sudeste","ES",2020-03-28,6,53,0,0
"1692","Sudeste","ES",2020-03-29,7,60,0,0
"1693","Sudeste","ES",2020-03-30,12,72,0,0
"1694","Sudeste","ES",2020-03-31,12,84,0,0
"1695","Sudeste","ES",2020-04-01,12,96,0,0
"1696","Sudeste","ES",2020-04-02,24,120,1,1
"1697","Sudeste","ES",2020-04-03,19,139,3,4
"1698","Sudeste","ES",2020-04-04,14,153,1,5
"1699","Sudeste","ES",2020-04-05,13,166,1,6
"1700","Sudeste","ES",2020-04-06,28,194,0,6
"1701","Sudeste","ES",2020-04-07,15,209,0,6
"1702","Sudeste","ES",2020-04-08,18,227,0,6
"1703","Sudeste","ES",2020-04-09,46,273,0,6
"1704","Sudeste","ES",2020-04-10,27,300,1,7
"1705","Sudeste","ES",2020-04-11,49,349,2,9
"1706","Sudeste","ES",2020-04-12,34,383,0,9
"1707","Sudeste","ES",2020-04-13,47,430,5,14
"1708","Sudeste","ES",2020-04-14,33,463,3,17
"1709","Sudeste","ES",2020-04-15,94,557,1,18
"1710","Sudeste","ES",2020-04-16,197,754,4,22
"1711","Sudeste","ES",2020-04-17,102,856,3,25
"1712","Sudeste","ES",2020-04-18,96,952,3,28
"1713","Sudeste","ES",2020-04-19,147,1099,2,30
"1714","Sudeste","ES",2020-04-20,69,1168,3,33
"1715","Sudeste","ES",2020-04-21,44,1212,1,34
"1716","Sudeste","ES",2020-04-22,101,1313,0,34
"1717","Sudeste","ES",2020-04-23,50,1363,8,42
"1718","Sudeste","ES",2020-04-24,18,1381,0,42
"1719","Sudeste","ES",2020-04-25,214,1595,5,47
"1720","Sudeste","ES",2020-04-26,108,1703,4,51
"1721","Sudeste","ES",2020-04-27,93,1796,6,57
"1722","Sudeste","ES",2020-04-28,78,1874,7,64
"1723","Sudeste","ES",2020-04-29,233,2107,12,76
"1724","Sudeste","ES",2020-04-30,358,2465,7,83
"1725","Sudeste","ES",2020-05-01,197,2662,13,96
"1726","Sudeste","ES",2020-05-02,286,2948,6,102
"1727","Sudeste","ES",2020-05-03,138,3086,12,114
"1728","Sudeste","ES",2020-05-04,140,3226,8,122
"1729","Sudeste","RJ",2020-01-30,0,0,0,0
"1730","Sudeste","RJ",2020-01-31,0,0,0,0
"1731","Sudeste","RJ",2020-02-01,0,0,0,0
"1732","Sudeste","RJ",2020-02-02,0,0,0,0
"1733","Sudeste","RJ",2020-02-03,0,0,0,0
"1734","Sudeste","RJ",2020-02-04,0,0,0,0
"1735","Sudeste","RJ",2020-02-05,0,0,0,0
"1736","Sudeste","RJ",2020-02-06,0,0,0,0
"1737","Sudeste","RJ",2020-02-07,0,0,0,0
"1738","Sudeste","RJ",2020-02-08,0,0,0,0
"1739","Sudeste","RJ",2020-02-09,0,0,0,0
"1740","Sudeste","RJ",2020-02-10,0,0,0,0
"1741","Sudeste","RJ",2020-02-11,0,0,0,0
"1742","Sudeste","RJ",2020-02-12,0,0,0,0
"1743","Sudeste","RJ",2020-02-13,0,0,0,0
"1744","Sudeste","RJ",2020-02-14,0,0,0,0
"1745","Sudeste","RJ",2020-02-15,0,0,0,0
"1746","Sudeste","RJ",2020-02-16,0,0,0,0
"1747","Sudeste","RJ",2020-02-17,0,0,0,0
"1748","Sudeste","RJ",2020-02-18,0,0,0,0
"1749","Sudeste","RJ",2020-02-19,0,0,0,0
"1750","Sudeste","RJ",2020-02-20,0,0,0,0
"1751","Sudeste","RJ",2020-02-21,0,0,0,0
"1752","Sudeste","RJ",2020-02-22,0,0,0,0
"1753","Sudeste","RJ",2020-02-23,0,0,0,0
"1754","Sudeste","RJ",2020-02-24,0,0,0,0
"1755","Sudeste","RJ",2020-02-25,0,0,0,0
"1756","Sudeste","RJ",2020-02-26,0,0,0,0
"1757","Sudeste","RJ",2020-02-27,0,0,0,0
"1758","Sudeste","RJ",2020-02-28,0,0,0,0
"1759","Sudeste","RJ",2020-02-29,0,0,0,0
"1760","Sudeste","RJ",2020-03-01,0,0,0,0
"1761","Sudeste","RJ",2020-03-02,0,0,0,0
"1762","Sudeste","RJ",2020-03-03,0,0,0,0
"1763","Sudeste","RJ",2020-03-04,0,0,0,0
"1764","Sudeste","RJ",2020-03-05,1,1,0,0
"1765","Sudeste","RJ",2020-03-06,0,1,0,0
"1766","Sudeste","RJ",2020-03-07,1,2,0,0
"1767","Sudeste","RJ",2020-03-08,1,3,0,0
"1768","Sudeste","RJ",2020-03-09,0,3,0,0
"1769","Sudeste","RJ",2020-03-10,5,8,0,0
"1770","Sudeste","RJ",2020-03-11,5,13,0,0
"1771","Sudeste","RJ",2020-03-12,3,16,0,0
"1772","Sudeste","RJ",2020-03-13,0,16,0,0
"1773","Sudeste","RJ",2020-03-14,6,22,0,0
"1774","Sudeste","RJ",2020-03-15,2,24,0,0
"1775","Sudeste","RJ",2020-03-16,7,31,0,0
"1776","Sudeste","RJ",2020-03-17,2,33,0,0
"1777","Sudeste","RJ",2020-03-18,12,45,0,0
"1778","Sudeste","RJ",2020-03-19,20,65,2,2
"1779","Sudeste","RJ",2020-03-20,44,109,0,2
"1780","Sudeste","RJ",2020-03-21,10,119,1,3
"1781","Sudeste","RJ",2020-03-22,67,186,0,3
"1782","Sudeste","RJ",2020-03-23,47,233,1,4
"1783","Sudeste","RJ",2020-03-24,72,305,2,6
"1784","Sudeste","RJ",2020-03-25,65,370,0,6
"1785","Sudeste","RJ",2020-03-26,51,421,3,9
"1786","Sudeste","RJ",2020-03-27,72,493,1,10
"1787","Sudeste","RJ",2020-03-28,65,558,3,13
"1788","Sudeste","RJ",2020-03-29,42,600,4,17
"1789","Sudeste","RJ",2020-03-30,57,657,1,18
"1790","Sudeste","RJ",2020-03-31,51,708,5,23
"1791","Sudeste","RJ",2020-04-01,124,832,5,28
"1792","Sudeste","RJ",2020-04-02,160,992,13,41
"1793","Sudeste","RJ",2020-04-03,82,1074,6,47
"1794","Sudeste","RJ",2020-04-04,172,1246,11,58
"1795","Sudeste","RJ",2020-04-05,148,1394,6,64
"1796","Sudeste","RJ",2020-04-06,67,1461,7,71
"1797","Sudeste","RJ",2020-04-07,227,1688,18,89
"1798","Sudeste","RJ",2020-04-08,250,1938,17,106
"1799","Sudeste","RJ",2020-04-09,278,2216,16,122
"1800","Sudeste","RJ",2020-04-10,248,2464,25,147
"1801","Sudeste","RJ",2020-04-11,143,2607,8,155
"1802","Sudeste","RJ",2020-04-12,248,2855,15,170
"1803","Sudeste","RJ",2020-04-13,376,3231,18,188
"1804","Sudeste","RJ",2020-04-14,179,3410,36,224
"1805","Sudeste","RJ",2020-04-15,333,3743,41,265
"1806","Sudeste","RJ",2020-04-16,201,3944,35,300
"1807","Sudeste","RJ",2020-04-17,405,4349,41,341
"1808","Sudeste","RJ",2020-04-18,194,4543,46,387
"1809","Sudeste","RJ",2020-04-19,222,4765,15,402
"1810","Sudeste","RJ",2020-04-20,134,4899,20,422
"1811","Sudeste","RJ",2020-04-21,407,5306,39,461
"1812","Sudeste","RJ",2020-04-22,246,5552,29,490
"1813","Sudeste","RJ",2020-04-23,620,6172,40,530
"1814","Sudeste","RJ",2020-04-24,110,6282,40,570
"1815","Sudeste","RJ",2020-04-25,546,6828,45,615
"1816","Sudeste","RJ",2020-04-26,283,7111,30,645
"1817","Sudeste","RJ",2020-04-27,833,7944,32,677
"1818","Sudeste","RJ",2020-04-28,560,8504,61,738
"1819","Sudeste","RJ",2020-04-29,365,8869,56,794
"1820","Sudeste","RJ",2020-04-30,584,9453,60,854
"1821","Sudeste","RJ",2020-05-01,713,10166,67,921
"1822","Sudeste","RJ",2020-05-02,380,10546,50,971
"1823","Sudeste","RJ",2020-05-03,593,11139,48,1019
"1824","Sudeste","RJ",2020-05-04,582,11721,46,1065
"1825","Sudeste","SP",2020-01-30,0,0,0,0
"1826","Sudeste","SP",2020-01-31,0,0,0,0
"1827","Sudeste","SP",2020-02-01,0,0,0,0
"1828","Sudeste","SP",2020-02-02,0,0,0,0
"1829","Sudeste","SP",2020-02-03,0,0,0,0
"1830","Sudeste","SP",2020-02-04,0,0,0,0
"1831","Sudeste","SP",2020-02-05,0,0,0,0
"1832","Sudeste","SP",2020-02-06,0,0,0,0
"1833","Sudeste","SP",2020-02-07,0,0,0,0
"1834","Sudeste","SP",2020-02-08,0,0,0,0
"1835","Sudeste","SP",2020-02-09,0,0,0,0
"1836","Sudeste","SP",2020-02-10,0,0,0,0
"1837","Sudeste","SP",2020-02-11,0,0,0,0
"1838","Sudeste","SP",2020-02-12,0,0,0,0
"1839","Sudeste","SP",2020-02-13,0,0,0,0
"1840","Sudeste","SP",2020-02-14,0,0,0,0
"1841","Sudeste","SP",2020-02-15,0,0,0,0
"1842","Sudeste","SP",2020-02-16,0,0,0,0
"1843","Sudeste","SP",2020-02-17,0,0,0,0
"1844","Sudeste","SP",2020-02-18,0,0,0,0
"1845","Sudeste","SP",2020-02-19,0,0,0,0
"1846","Sudeste","SP",2020-02-20,0,0,0,0
"1847","Sudeste","SP",2020-02-21,0,0,0,0
"1848","Sudeste","SP",2020-02-22,0,0,0,0
"1849","Sudeste","SP",2020-02-23,0,0,0,0
"1850","Sudeste","SP",2020-02-24,0,0,0,0
"1851","Sudeste","SP",2020-02-25,0,0,0,0
"1852","Sudeste","SP",2020-02-26,1,1,0,0
"1853","Sudeste","SP",2020-02-27,0,1,0,0
"1854","Sudeste","SP",2020-02-28,0,1,0,0
"1855","Sudeste","SP",2020-02-29,1,2,0,0
"1856","Sudeste","SP",2020-03-01,0,2,0,0
"1857","Sudeste","SP",2020-03-02,0,2,0,0
"1858","Sudeste","SP",2020-03-03,0,2,0,0
"1859","Sudeste","SP",2020-03-04,1,3,0,0
"1860","Sudeste","SP",2020-03-05,3,6,0,0
"1861","Sudeste","SP",2020-03-06,4,10,0,0
"1862","Sudeste","SP",2020-03-07,3,13,0,0
"1863","Sudeste","SP",2020-03-08,3,16,0,0
"1864","Sudeste","SP",2020-03-09,0,16,0,0
"1865","Sudeste","SP",2020-03-10,3,19,0,0
"1866","Sudeste","SP",2020-03-11,11,30,0,0
"1867","Sudeste","SP",2020-03-12,12,42,0,0
"1868","Sudeste","SP",2020-03-13,14,56,0,0
"1869","Sudeste","SP",2020-03-14,9,65,0,0
"1870","Sudeste","SP",2020-03-15,71,136,0,0
"1871","Sudeste","SP",2020-03-16,16,152,0,0
"1872","Sudeste","SP",2020-03-17,12,164,1,1
"1873","Sudeste","SP",2020-03-18,76,240,3,4
"1874","Sudeste","SP",2020-03-19,46,286,0,4
"1875","Sudeste","SP",2020-03-20,110,396,5,9
"1876","Sudeste","SP",2020-03-21,63,459,6,15
"1877","Sudeste","SP",2020-03-22,172,631,7,22
"1878","Sudeste","SP",2020-03-23,114,745,8,30
"1879","Sudeste","SP",2020-03-24,65,810,10,40
"1880","Sudeste","SP",2020-03-25,52,862,8,48
"1881","Sudeste","SP",2020-03-26,190,1052,10,58
"1882","Sudeste","SP",2020-03-27,171,1223,10,68
"1883","Sudeste","SP",2020-03-28,183,1406,16,84
"1884","Sudeste","SP",2020-03-29,45,1451,14,98
"1885","Sudeste","SP",2020-03-30,66,1517,15,113
"1886","Sudeste","SP",2020-03-31,822,2339,23,136
"1887","Sudeste","SP",2020-04-01,642,2981,28,164
"1888","Sudeste","SP",2020-04-02,525,3506,24,188
"1889","Sudeste","SP",2020-04-03,542,4048,31,219
"1890","Sudeste","SP",2020-04-04,418,4466,41,260
"1891","Sudeste","SP",2020-04-05,154,4620,15,275
"1892","Sudeste","SP",2020-04-06,246,4866,29,304
"1893","Sudeste","SP",2020-04-07,816,5682,67,371
"1894","Sudeste","SP",2020-04-08,1026,6708,57,428
"1895","Sudeste","SP",2020-04-09,772,7480,68,496
"1896","Sudeste","SP",2020-04-10,736,8216,44,540
"1897","Sudeste","SP",2020-04-11,203,8419,20,560
"1898","Sudeste","SP",2020-04-12,336,8755,28,588
"1899","Sudeste","SP",2020-04-13,140,8895,20,608
"1900","Sudeste","SP",2020-04-14,476,9371,87,695
"1901","Sudeste","SP",2020-04-15,1672,11043,83,778
"1902","Sudeste","SP",2020-04-16,525,11568,75,853
"1903","Sudeste","SP",2020-04-17,1273,12841,75,928
"1904","Sudeste","SP",2020-04-18,1053,13894,63,991
"1905","Sudeste","SP",2020-04-19,373,14267,24,1015
"1906","Sudeste","SP",2020-04-20,313,14580,22,1037
"1907","Sudeste","SP",2020-04-21,805,15385,56,1093
"1908","Sudeste","SP",2020-04-22,529,15914,41,1134
"1909","Sudeste","SP",2020-04-23,826,16740,211,1345
"1910","Sudeste","SP",2020-04-24,1086,17826,167,1512
"1911","Sudeste","SP",2020-04-25,2178,20004,155,1667
"1912","Sudeste","SP",2020-04-26,711,20715,33,1700
"1913","Sudeste","SP",2020-04-27,981,21696,125,1825
"1914","Sudeste","SP",2020-04-28,2345,24041,224,2049
"1915","Sudeste","SP",2020-04-29,2117,26158,198,2247
"1916","Sudeste","SP",2020-04-30,2540,28698,128,2375
"1917","Sudeste","SP",2020-05-01,1676,30374,136,2511
"1918","Sudeste","SP",2020-05-02,800,31174,75,2586
"1919","Sudeste","SP",2020-05-03,598,31772,41,2627
"1920","Sudeste","SP",2020-05-04,415,32187,27,2654
"1921","Sul","PR",2020-01-30,0,0,0,0
"1922","Sul","PR",2020-01-31,0,0,0,0
"1923","Sul","PR",2020-02-01,0,0,0,0
"1924","Sul","PR",2020-02-02,0,0,0,0
"1925","Sul","PR",2020-02-03,0,0,0,0
"1926","Sul","PR",2020-02-04,0,0,0,0
"1927","Sul","PR",2020-02-05,0,0,0,0
"1928","Sul","PR",2020-02-06,0,0,0,0
"1929","Sul","PR",2020-02-07,0,0,0,0
"1930","Sul","PR",2020-02-08,0,0,0,0
"1931","Sul","PR",2020-02-09,0,0,0,0
"1932","Sul","PR",2020-02-10,0,0,0,0
"1933","Sul","PR",2020-02-11,0,0,0,0
"1934","Sul","PR",2020-02-12,0,0,0,0
"1935","Sul","PR",2020-02-13,0,0,0,0
"1936","Sul","PR",2020-02-14,0,0,0,0
"1937","Sul","PR",2020-02-15,0,0,0,0
"1938","Sul","PR",2020-02-16,0,0,0,0
"1939","Sul","PR",2020-02-17,0,0,0,0
"1940","Sul","PR",2020-02-18,0,0,0,0
"1941","Sul","PR",2020-02-19,0,0,0,0
"1942","Sul","PR",2020-02-20,0,0,0,0
"1943","Sul","PR",2020-02-21,0,0,0,0
"1944","Sul","PR",2020-02-22,0,0,0,0
"1945","Sul","PR",2020-02-23,0,0,0,0
"1946","Sul","PR",2020-02-24,0,0,0,0
"1947","Sul","PR",2020-02-25,0,0,0,0
"1948","Sul","PR",2020-02-26,0,0,0,0
"1949","Sul","PR",2020-02-27,0,0,0,0
"1950","Sul","PR",2020-02-28,0,0,0,0
"1951","Sul","PR",2020-02-29,0,0,0,0
"1952","Sul","PR",2020-03-01,0,0,0,0
"1953","Sul","PR",2020-03-02,0,0,0,0
"1954","Sul","PR",2020-03-03,0,0,0,0
"1955","Sul","PR",2020-03-04,0,0,0,0
"1956","Sul","PR",2020-03-05,0,0,0,0
"1957","Sul","PR",2020-03-06,0,0,0,0
"1958","Sul","PR",2020-03-07,0,0,0,0
"1959","Sul","PR",2020-03-08,0,0,0,0
"1960","Sul","PR",2020-03-09,0,0,0,0
"1961","Sul","PR",2020-03-10,0,0,0,0
"1962","Sul","PR",2020-03-11,0,0,0,0
"1963","Sul","PR",2020-03-12,6,6,0,0
"1964","Sul","PR",2020-03-13,0,6,0,0
"1965","Sul","PR",2020-03-14,0,6,0,0
"1966","Sul","PR",2020-03-15,0,6,0,0
"1967","Sul","PR",2020-03-16,0,6,0,0
"1968","Sul","PR",2020-03-17,0,6,0,0
"1969","Sul","PR",2020-03-18,7,13,0,0
"1970","Sul","PR",2020-03-19,10,23,0,0
"1971","Sul","PR",2020-03-20,9,32,0,0
"1972","Sul","PR",2020-03-21,11,43,0,0
"1973","Sul","PR",2020-03-22,7,50,0,0
