"","regiao","estado","date","casosNovos","casosAcumulados","obitosNovos","obitosAcumulados"
"1974","Sul","PR",2020-03-23,6,56,0,0
"1975","Sul","PR",2020-03-24,9,65,0,0
"1976","Sul","PR",2020-03-25,16,81,0,0
"1977","Sul","PR",2020-03-26,21,102,0,0
"1978","Sul","PR",2020-03-27,17,119,2,2
"1979","Sul","PR",2020-03-28,14,133,0,2
"1980","Sul","PR",2020-03-29,15,148,0,2
"1981","Sul","PR",2020-03-30,7,155,1,3
"1982","Sul","PR",2020-03-31,24,179,0,3
"1983","Sul","PR",2020-04-01,45,224,0,3
"1984","Sul","PR",2020-04-02,28,252,1,4
"1985","Sul","PR",2020-04-03,49,301,0,4
"1986","Sul","PR",2020-04-04,94,395,2,6
"1987","Sul","PR",2020-04-05,43,438,3,9
"1988","Sul","PR",2020-04-06,20,458,2,11
"1989","Sul","PR",2020-04-07,45,503,4,15
"1990","Sul","PR",2020-04-08,36,539,2,17
"1991","Sul","PR",2020-04-09,70,609,5,22
"1992","Sul","PR",2020-04-10,34,643,3,25
"1993","Sul","PR",2020-04-11,33,676,1,26
"1994","Sul","PR",2020-04-12,62,738,4,30
"1995","Sul","PR",2020-04-13,18,756,1,31
"1996","Sul","PR",2020-04-14,35,791,5,36
"1997","Sul","PR",2020-04-15,12,803,2,38
"1998","Sul","PR",2020-04-16,29,832,3,41
"1999","Sul","PR",2020-04-17,42,874,1,42
"2000","Sul","PR",2020-04-18,71,945,4,46
"2001","Sul","PR",2020-04-19,42,987,2,48
"2002","Sul","PR",2020-04-20,20,1007,3,51
"2003","Sul","PR",2020-04-21,17,1024,0,51
"2004","Sul","PR",2020-04-22,39,1063,6,57
"2005","Sul","PR",2020-04-23,19,1082,3,60
"2006","Sul","PR",2020-04-24,37,1119,4,64
"2007","Sul","PR",2020-04-25,21,1140,5,69
"2008","Sul","PR",2020-04-26,16,1156,3,72
"2009","Sul","PR",2020-04-27,30,1186,3,75
"2010","Sul","PR",2020-04-28,85,1271,2,77
"2011","Sul","PR",2020-04-29,77,1348,5,82
"2012","Sul","PR",2020-04-30,59,1407,1,83
"2013","Sul","PR",2020-05-01,40,1447,6,89
"2014","Sul","PR",2020-05-02,45,1492,1,90
"2015","Sul","PR",2020-05-03,22,1514,3,93
"2016","Sul","PR",2020-05-04,48,1562,1,94
"2017","Sul","SC",2020-01-30,0,0,0,0
"2018","Sul","SC",2020-01-31,0,0,0,0
"2019","Sul","SC",2020-02-01,0,0,0,0
"2020","Sul","SC",2020-02-02,0,0,0,0
"2021","Sul","SC",2020-02-03,0,0,0,0
"2022","Sul","SC",2020-02-04,0,0,0,0
"2023","Sul","SC",2020-02-05,0,0,0,0
"2024","Sul","SC",2020-02-06,0,0,0,0
"2025","Sul","SC",2020-02-07,0,0,0,0
"2026","Sul","SC",2020-02-08,0,0,0,0
"2027","Sul","SC",2020-02-09,0,0,0,0
"2028","Sul","SC",2020-02-10,0,0,0,0
"2029","Sul","SC",2020-02-11,0,0,0,0
"2030","Sul","SC",2020-02-12,0,0,0,0
"2031","Sul","SC",2020-02-13,0,0,0,0
"2032","Sul","SC",2020-02-14,0,0,0,0
"2033","Sul","SC",2020-02-15,0,0,0,0
"2034","Sul","SC",2020-02-16,0,0,0,0
"2035","Sul","SC",2020-02-17,0,0,0,0
"2036","Sul","SC",2020-02-18,0,0,0,0
"2037","Sul","SC",2020-02-19,0,0,0,0
"2038","Sul","SC",2020-02-20,0,0,0,0
"2039","Sul","SC",2020-02-21,0,0,0,0
"2040","Sul","SC",2020-02-22,0,0,0,0
"2041","Sul","SC",2020-02-23,0,0,0,0
"2042","Sul","SC",2020-02-24,0,0,0,0
"2043","Sul","SC",2020-02-25,0,0,0,0
"2044","Sul","SC",2020-02-26,0,0,0,0
"2045","Sul","SC",2020-02-27,0,0,0,0
"2046","Sul","SC",2020-02-28,0,0,0,0
"2047","Sul","SC",2020-02-29,0,0,0,0
"2048","Sul","SC",2020-03-01,0,0,0,0
"2049","Sul","SC",2020-03-02,0,0,0,0
"2050","Sul","SC",2020-03-03,0,0,0,0
"2051","Sul","SC",2020-03-04,0,0,0,0
"2052","Sul","SC",2020-03-05,0,0,0,0
"2053","Sul","SC",2020-03-06,0,0,0,0
"2054","Sul","SC",2020-03-07,0,0,0,0
"2055","Sul","SC",2020-03-08,0,0,0,0
"2056","Sul","SC",2020-03-09,0,0,0,0
"2057","Sul","SC",2020-03-10,0,0,0,0
"2058","Sul","SC",2020-03-11,0,0,0,0
"2059","Sul","SC",2020-03-12,0,0,0,0
"2060","Sul","SC",2020-03-13,2,2,0,0
"2061","Sul","SC",2020-03-14,2,4,0,0
"2062","Sul","SC",2020-03-15,2,6,0,0
"2063","Sul","SC",2020-03-16,1,7,0,0
"2064","Sul","SC",2020-03-17,0,7,0,0
"2065","Sul","SC",2020-03-18,3,10,0,0
"2066","Sul","SC",2020-03-19,10,20,0,0
"2067","Sul","SC",2020-03-20,1,21,0,0
"2068","Sul","SC",2020-03-21,30,51,0,0
"2069","Sul","SC",2020-03-22,6,57,0,0
"2070","Sul","SC",2020-03-23,11,68,0,0
"2071","Sul","SC",2020-03-24,39,107,0,0
"2072","Sul","SC",2020-03-25,2,109,0,0
"2073","Sul","SC",2020-03-26,13,122,1,1
"2074","Sul","SC",2020-03-27,27,149,0,1
"2075","Sul","SC",2020-03-28,35,184,0,1
"2076","Sul","SC",2020-03-29,10,194,0,1
"2077","Sul","SC",2020-03-30,3,197,0,1
"2078","Sul","SC",2020-03-31,22,219,1,2
"2079","Sul","SC",2020-04-01,16,235,0,2
"2080","Sul","SC",2020-04-02,12,247,0,2
"2081","Sul","SC",2020-04-03,34,281,3,5
"2082","Sul","SC",2020-04-04,53,334,0,5
"2083","Sul","SC",2020-04-05,23,357,5,10
"2084","Sul","SC",2020-04-06,22,379,0,10
"2085","Sul","SC",2020-04-07,38,417,1,11
"2086","Sul","SC",2020-04-08,40,457,4,15
"2087","Sul","SC",2020-04-09,44,501,2,17
"2088","Sul","SC",2020-04-10,192,693,1,18
"2089","Sul","SC",2020-04-11,39,732,3,21
"2090","Sul","SC",2020-04-12,36,768,3,24
"2091","Sul","SC",2020-04-13,9,777,0,24
"2092","Sul","SC",2020-04-14,49,826,2,26
"2093","Sul","SC",2020-04-15,27,853,2,28
"2094","Sul","SC",2020-04-16,31,884,1,29
"2095","Sul","SC",2020-04-17,42,926,1,30
"2096","Sul","SC",2020-04-18,36,962,1,31
"2097","Sul","SC",2020-04-19,13,975,1,32
"2098","Sul","SC",2020-04-20,50,1025,3,35
"2099","Sul","SC",2020-04-21,38,1063,0,35
"2100","Sul","SC",2020-04-22,28,1091,2,37
"2101","Sul","SC",2020-04-23,24,1115,2,39
"2102","Sul","SC",2020-04-24,55,1170,3,42
"2103","Sul","SC",2020-04-25,39,1209,0,42
"2104","Sul","SC",2020-04-26,26,1235,0,42
"2105","Sul","SC",2020-04-27,102,1337,1,43
"2106","Sul","SC",2020-04-28,139,1476,1,44
"2107","Sul","SC",2020-04-29,519,1995,0,44
"2108","Sul","SC",2020-04-30,90,2085,2,46
"2109","Sul","SC",2020-05-01,19,2104,2,48
"2110","Sul","SC",2020-05-02,242,2346,4,52
"2111","Sul","SC",2020-05-03,0,2346,0,52
"2112","Sul","SC",2020-05-04,173,2519,0,52
"2113","Sul","RS",2020-01-30,0,0,0,0
"2114","Sul","RS",2020-01-31,0,0,0,0
"2115","Sul","RS",2020-02-01,0,0,0,0
"2116","Sul","RS",2020-02-02,0,0,0,0
"2117","Sul","RS",2020-02-03,0,0,0,0
"2118","Sul","RS",2020-02-04,0,0,0,0
"2119","Sul","RS",2020-02-05,0,0,0,0
"2120","Sul","RS",2020-02-06,0,0,0,0
"2121","Sul","RS",2020-02-07,0,0,0,0
"2122","Sul","RS",2020-02-08,0,0,0,0
"2123","Sul","RS",2020-02-09,0,0,0,0
"2124","Sul","RS",2020-02-10,0,0,0,0
"2125","Sul","RS",2020-02-11,0,0,0,0
"2126","Sul","RS",2020-02-12,0,0,0,0
"2127","Sul","RS",2020-02-13,0,0,0,0
"2128","Sul","RS",2020-02-14,0,0,0,0
"2129","Sul","RS",2020-02-15,0,0,0,0
"2130","Sul","RS",2020-02-16,0,0,0,0
"2131","Sul","RS",2020-02-17,0,0,0,0
"2132","Sul","RS",2020-02-18,0,0,0,0
"2133","Sul","RS",2020-02-19,0,0,0,0
"2134","Sul","RS",2020-02-20,0,0,0,0
"2135","Sul","RS",2020-02-21,0,0,0,0
"2136","Sul","RS",2020-02-22,0,0,0,0
"2137","Sul","RS",2020-02-23,0,0,0,0
"2138","Sul","RS",2020-02-24,0,0,0,0
"2139","Sul","RS",2020-02-25,0,0,0,0
"2140","Sul","RS",2020-02-26,0,0,0,0
"2141","Sul","RS",2020-02-27,0,0,0,0
"2142","Sul","RS",2020-02-28,0,0,0,0
"2143","Sul","RS",2020-02-29,0,0,0,0
"2144","Sul","RS",2020-03-01,0,0,0,0
"2145","Sul","RS",2020-03-02,0,0,0,0
"2146","Sul","RS",2020-03-03,0,0,0,0
"2147","Sul","RS",2020-03-04,0,0,0,0
"2148","Sul","RS",2020-03-05,0,0,0,0
"2149","Sul","RS",2020-03-06,0,0,0,0
"2150","Sul","RS",2020-03-07,0,0,0,0
"2151","Sul","RS",2020-03-08,0,0,0,0
"2152","Sul","RS",2020-03-09,0,0,0,0
"2153","Sul","RS",2020-03-10,1,1,0,0
"2154","Sul","RS",2020-03-11,1,2,0,0
"2155","Sul","RS",2020-03-12,2,4,0,0
"2156","Sul","RS",2020-03-13,0,4,0,0
"2157","Sul","RS",2020-03-14,2,6,0,0
"2158","Sul","RS",2020-03-15,0,6,0,0
"2159","Sul","RS",2020-03-16,0,6,0,0
"2160","Sul","RS",2020-03-17,4,10,0,0
"2161","Sul","RS",2020-03-18,9,19,0,0
"2162","Sul","RS",2020-03-19,9,28,0,0
"2163","Sul","RS",2020-03-20,9,37,0,0
"2164","Sul","RS",2020-03-21,23,60,0,0
"2165","Sul","RS",2020-03-22,12,72,0,0
"2166","Sul","RS",2020-03-23,14,86,0,0
"2167","Sul","RS",2020-03-24,12,98,0,0
"2168","Sul","RS",2020-03-25,25,123,1,1
"2169","Sul","RS",2020-03-26,45,168,0,1
"2170","Sul","RS",2020-03-27,27,195,1,2
"2171","Sul","RS",2020-03-28,2,197,0,2
"2172","Sul","RS",2020-03-29,29,226,0,2
"2173","Sul","RS",2020-03-30,15,241,1,3
"2174","Sul","RS",2020-03-31,33,274,1,4
"2175","Sul","RS",2020-04-01,32,306,0,4
"2176","Sul","RS",2020-04-02,28,334,1,5
"2177","Sul","RS",2020-04-03,62,396,0,5
"2178","Sul","RS",2020-04-04,14,410,1,6
"2179","Sul","RS",2020-04-05,8,418,1,7
"2180","Sul","RS",2020-04-06,63,481,0,7
"2181","Sul","RS",2020-04-07,27,508,1,8
"2182","Sul","RS",2020-04-08,47,555,1,9
"2183","Sul","RS",2020-04-09,63,618,3,12
"2184","Sul","RS",2020-04-10,18,636,2,14
"2185","Sul","RS",2020-04-11,4,640,1,15
"2186","Sul","RS",2020-04-12,13,653,1,16
"2187","Sul","RS",2020-04-13,11,664,0,16
"2188","Sul","RS",2020-04-14,36,700,2,18
"2189","Sul","RS",2020-04-15,47,747,1,19
"2190","Sul","RS",2020-04-16,33,780,0,19
"2191","Sul","RS",2020-04-17,22,802,3,22
"2192","Sul","RS",2020-04-18,29,831,2,24
"2193","Sul","RS",2020-04-19,23,854,0,24
"2194","Sul","RS",2020-04-20,35,889,3,27
"2195","Sul","RS",2020-04-21,15,904,0,27
"2196","Sul","RS",2020-04-22,19,923,0,27
"2197","Sul","RS",2020-04-23,71,994,2,29
"2198","Sul","RS",2020-04-24,67,1061,2,31
"2199","Sul","RS",2020-04-25,35,1096,3,34
"2200","Sul","RS",2020-04-26,70,1166,1,35
"2201","Sul","RS",2020-04-27,62,1228,7,42
"2202","Sul","RS",2020-04-28,58,1286,3,45
"2203","Sul","RS",2020-04-29,82,1368,5,50
"2204","Sul","RS",2020-04-30,98,1466,1,51
"2205","Sul","RS",2020-05-01,63,1529,7,58
"2206","Sul","RS",2020-05-02,90,1619,4,62
"2207","Sul","RS",2020-05-03,47,1666,3,65
"2208","Sul","RS",2020-05-04,45,1711,9,74
"2209","Centro-Oeste","MS",2020-01-30,0,0,0,0
"2210","Centro-Oeste","MS",2020-01-31,0,0,0,0
"2211","Centro-Oeste","MS",2020-02-01,0,0,0,0
"2212","Centro-Oeste","MS",2020-02-02,0,0,0,0
"2213","Centro-Oeste","MS",2020-02-03,0,0,0,0
"2214","Centro-Oeste","MS",2020-02-04,0,0,0,0
"2215","Centro-Oeste","MS",2020-02-05,0,0,0,0
"2216","Centro-Oeste","MS",2020-02-06,0,0,0,0
"2217","Centro-Oeste","MS",2020-02-07,0,0,0,0
"2218","Centro-Oeste","MS",2020-02-08,0,0,0,0
"2219","Centro-Oeste","MS",2020-02-09,0,0,0,0
"2220","Centro-Oeste","MS",2020-02-10,0,0,0,0
"2221","Centro-Oeste","MS",2020-02-11,0,0,0,0
"2222","Centro-Oeste","MS",2020-02-12,0,0,0,0
"2223","Centro-Oeste","MS",2020-02-13,0,0,0,0
"2224","Centro-Oeste","MS",2020-02-14,0,0,0,0
"2225","Centro-Oeste","MS",2020-02-15,0,0,0,0
"2226","Centro-Oeste","MS",2020-02-16,0,0,0,0
"2227","Centro-Oeste","MS",2020-02-17,0,0,0,0
"2228","Centro-Oeste","MS",2020-02-18,0,0,0,0
"2229","Centro-Oeste","MS",2020-02-19,0,0,0,0
"2230","Centro-Oeste","MS",2020-02-20,0,0,0,0
"2231","Centro-Oeste","MS",2020-02-21,0,0,0,0
"2232","Centro-Oeste","MS",2020-02-22,0,0,0,0
"2233","Centro-Oeste","MS",2020-02-23,0,0,0,0
"2234","Centro-Oeste","MS",2020-02-24,0,0,0,0
"2235","Centro-Oeste","MS",2020-02-25,0,0,0,0
"2236","Centro-Oeste","MS",2020-02-26,0,0,0,0
"2237","Centro-Oeste","MS",2020-02-27,0,0,0,0
"2238","Centro-Oeste","MS",2020-02-28,0,0,0,0
"2239","Centro-Oeste","MS",2020-02-29,0,0,0,0
"2240","Centro-Oeste","MS",2020-03-01,0,0,0,0
"2241","Centro-Oeste","MS",2020-03-02,0,0,0,0
"2242","Centro-Oeste","MS",2020-03-03,0,0,0,0
"2243","Centro-Oeste","MS",2020-03-04,0,0,0,0
"2244","Centro-Oeste","MS",2020-03-05,0,0,0,0
"2245","Centro-Oeste","MS",2020-03-06,0,0,0,0
"2246","Centro-Oeste","MS",2020-03-07,0,0,0,0
"2247","Centro-Oeste","MS",2020-03-08,0,0,0,0
"2248","Centro-Oeste","MS",2020-03-09,0,0,0,0
"2249","Centro-Oeste","MS",2020-03-10,0,0,0,0
"2250","Centro-Oeste","MS",2020-03-11,0,0,0,0
"2251","Centro-Oeste","MS",2020-03-12,0,0,0,0
"2252","Centro-Oeste","MS",2020-03-13,0,0,0,0
"2253","Centro-Oeste","MS",2020-03-14,0,0,0,0
"2254","Centro-Oeste","MS",2020-03-15,0,0,0,0
"2255","Centro-Oeste","MS",2020-03-16,2,2,0,0
"2256","Centro-Oeste","MS",2020-03-17,2,4,0,0
"2257","Centro-Oeste","MS",2020-03-18,3,7,0,0
"2258","Centro-Oeste","MS",2020-03-19,0,7,0,0
"2259","Centro-Oeste","MS",2020-03-20,2,9,0,0
"2260","Centro-Oeste","MS",2020-03-21,7,16,0,0
"2261","Centro-Oeste","MS",2020-03-22,5,21,0,0
"2262","Centro-Oeste","MS",2020-03-23,0,21,0,0
"2263","Centro-Oeste","MS",2020-03-24,2,23,0,0
"2264","Centro-Oeste","MS",2020-03-25,1,24,0,0
"2265","Centro-Oeste","MS",2020-03-26,1,25,0,0
"2266","Centro-Oeste","MS",2020-03-27,3,28,0,0
"2267","Centro-Oeste","MS",2020-03-28,3,31,0,0
"2268","Centro-Oeste","MS",2020-03-29,5,36,0,0
"2269","Centro-Oeste","MS",2020-03-30,8,44,0,0
"2270","Centro-Oeste","MS",2020-03-31,4,48,1,1
"2271","Centro-Oeste","MS",2020-04-01,3,51,0,1
"2272","Centro-Oeste","MS",2020-04-02,2,53,0,1
"2273","Centro-Oeste","MS",2020-04-03,7,60,0,1
"2274","Centro-Oeste","MS",2020-04-04,2,62,0,1
"2275","Centro-Oeste","MS",2020-04-05,3,65,0,1
"2276","Centro-Oeste","MS",2020-04-06,1,66,0,1
"2277","Centro-Oeste","MS",2020-04-07,14,80,1,2
"2278","Centro-Oeste","MS",2020-04-08,5,85,0,2
"2279","Centro-Oeste","MS",2020-04-09,4,89,0,2
"2280","Centro-Oeste","MS",2020-04-10,8,97,0,2
"2281","Centro-Oeste","MS",2020-04-11,3,100,0,2
"2282","Centro-Oeste","MS",2020-04-12,1,101,0,2
"2283","Centro-Oeste","MS",2020-04-13,12,113,2,4
"2284","Centro-Oeste","MS",2020-04-14,2,115,0,4
"2285","Centro-Oeste","MS",2020-04-15,6,121,0,4
"2286","Centro-Oeste","MS",2020-04-16,10,131,1,5
"2287","Centro-Oeste","MS",2020-04-17,12,143,0,5
"2288","Centro-Oeste","MS",2020-04-18,18,161,0,5
"2289","Centro-Oeste","MS",2020-04-19,7,168,0,5
"2290","Centro-Oeste","MS",2020-04-20,3,171,0,5
"2291","Centro-Oeste","MS",2020-04-21,2,173,1,6
"2292","Centro-Oeste","MS",2020-04-22,2,175,0,6
"2293","Centro-Oeste","MS",2020-04-23,11,186,1,7
"2294","Centro-Oeste","MS",2020-04-24,27,213,0,7
"2295","Centro-Oeste","MS",2020-04-25,4,217,0,7
"2296","Centro-Oeste","MS",2020-04-26,17,234,0,7
"2297","Centro-Oeste","MS",2020-04-27,4,238,2,9
"2298","Centro-Oeste","MS",2020-04-28,2,240,0,9
"2299","Centro-Oeste","MS",2020-04-29,9,249,0,9
"2300","Centro-Oeste","MS",2020-04-30,6,255,0,9
"2301","Centro-Oeste","MS",2020-05-01,6,261,0,9
"2302","Centro-Oeste","MS",2020-05-02,5,266,0,9
"2303","Centro-Oeste","MS",2020-05-03,6,272,1,10
"2304","Centro-Oeste","MS",2020-05-04,2,274,0,10
"2305","Centro-Oeste","MT",2020-01-30,0,0,0,0
"2306","Centro-Oeste","MT",2020-01-31,0,0,0,0
"2307","Centro-Oeste","MT",2020-02-01,0,0,0,0
"2308","Centro-Oeste","MT",2020-02-02,0,0,0,0
"2309","Centro-Oeste","MT",2020-02-03,0,0,0,0
"2310","Centro-Oeste","MT",2020-02-04,0,0,0,0
"2311","Centro-Oeste","MT",2020-02-05,0,0,0,0
"2312","Centro-Oeste","MT",2020-02-06,0,0,0,0
"2313","Centro-Oeste","MT",2020-02-07,0,0,0,0
"2314","Centro-Oeste","MT",2020-02-08,0,0,0,0
"2315","Centro-Oeste","MT",2020-02-09,0,0,0,0
"2316","Centro-Oeste","MT",2020-02-10,0,0,0,0
"2317","Centro-Oeste","MT",2020-02-11,0,0,0,0
"2318","Centro-Oeste","MT",2020-02-12,0,0,0,0
"2319","Centro-Oeste","MT",2020-02-13,0,0,0,0
"2320","Centro-Oeste","MT",2020-02-14,0,0,0,0
"2321","Centro-Oeste","MT",2020-02-15,0,0,0,0
"2322","Centro-Oeste","MT",2020-02-16,0,0,0,0
"2323","Centro-Oeste","MT",2020-02-17,0,0,0,0
"2324","Centro-Oeste","MT",2020-02-18,0,0,0,0
"2325","Centro-Oeste","MT",2020-02-19,0,0,0,0
"2326","Centro-Oeste","MT",2020-02-20,0,0,0,0
"2327","Centro-Oeste","MT",2020-02-21,0,0,0,0
"2328","Centro-Oeste","MT",2020-02-22,0,0,0,0
"2329","Centro-Oeste","MT",2020-02-23,0,0,0,0
"2330","Centro-Oeste","MT",2020-02-24,0,0,0,0
"2331","Centro-Oeste","MT",2020-02-25,0,0,0,0
"2332","Centro-Oeste","MT",2020-02-26,0,0,0,0
"2333","Centro-Oeste","MT",2020-02-27,0,0,0,0
"2334","Centro-Oeste","MT",2020-02-28,0,0,0,0
"2335","Centro-Oeste","MT",2020-02-29,0,0,0,0
"2336","Centro-Oeste","MT",2020-03-01,0,0,0,0
"2337","Centro-Oeste","MT",2020-03-02,0,0,0,0
"2338","Centro-Oeste","MT",2020-03-03,0,0,0,0
"2339","Centro-Oeste","MT",2020-03-04,0,0,0,0
"2340","Centro-Oeste","MT",2020-03-05,0,0,0,0
"2341","Centro-Oeste","MT",2020-03-06,0,0,0,0
"2342","Centro-Oeste","MT",2020-03-07,0,0,0,0
"2343","Centro-Oeste","MT",2020-03-08,0,0,0,0
"2344","Centro-Oeste","MT",2020-03-09,0,0,0,0
"2345","Centro-Oeste","MT",2020-03-10,0,0,0,0
"2346","Centro-Oeste","MT",2020-03-11,0,0,0,0
"2347","Centro-Oeste","MT",2020-03-12,0,0,0,0
"2348","Centro-Oeste","MT",2020-03-13,0,0,0,0
"2349","Centro-Oeste","MT",2020-03-14,0,0,0,0
"2350","Centro-Oeste","MT",2020-03-15,0,0,0,0
"2351","Centro-Oeste","MT",2020-03-16,0,0,0,0
"2352","Centro-Oeste","MT",2020-03-17,0,0,0,0
"2353","Centro-Oeste","MT",2020-03-18,0,0,0,0
"2354","Centro-Oeste","MT",2020-03-19,0,0,0,0
"2355","Centro-Oeste","MT",2020-03-20,1,1,0,0
"2356","Centro-Oeste","MT",2020-03-21,1,2,0,0
"2357","Centro-Oeste","MT",2020-03-22,0,2,0,0
"2358","Centro-Oeste","MT",2020-03-23,0,2,0,0
"2359","Centro-Oeste","MT",2020-03-24,5,7,0,0
"2360","Centro-Oeste","MT",2020-03-25,1,8,0,0
"2361","Centro-Oeste","MT",2020-03-26,3,11,0,0
"2362","Centro-Oeste","MT",2020-03-27,0,11,0,0
"2363","Centro-Oeste","MT",2020-03-28,2,13,0,0
"2364","Centro-Oeste","MT",2020-03-29,3,16,0,0
"2365","Centro-Oeste","MT",2020-03-30,2,18,0,0
"2366","Centro-Oeste","MT",2020-03-31,7,25,0,0
"2367","Centro-Oeste","MT",2020-04-01,2,27,0,0
"2368","Centro-Oeste","MT",2020-04-02,9,36,0,0
"2369","Centro-Oeste","MT",2020-04-03,8,44,1,1
"2370","Centro-Oeste","MT",2020-04-04,12,56,0,1
"2371","Centro-Oeste","MT",2020-04-05,4,60,0,1
"2372","Centro-Oeste","MT",2020-04-06,16,76,0,1
"2373","Centro-Oeste","MT",2020-04-07,2,78,0,1
"2374","Centro-Oeste","MT",2020-04-08,12,90,0,1
"2375","Centro-Oeste","MT",2020-04-09,18,108,1,2
"2376","Centro-Oeste","MT",2020-04-10,4,112,0,2
"2377","Centro-Oeste","MT",2020-04-11,9,121,1,3
"2378","Centro-Oeste","MT",2020-04-12,2,123,0,3
"2379","Centro-Oeste","MT",2020-04-13,11,134,1,4
"2380","Centro-Oeste","MT",2020-04-14,4,138,0,4
"2381","Centro-Oeste","MT",2020-04-15,13,151,0,4
"2382","Centro-Oeste","MT",2020-04-16,5,156,1,5
"2383","Centro-Oeste","MT",2020-04-17,6,162,0,5
"2384","Centro-Oeste","MT",2020-04-18,9,171,0,5
"2385","Centro-Oeste","MT",2020-04-19,3,174,0,5
"2386","Centro-Oeste","MT",2020-04-20,7,181,1,6
"2387","Centro-Oeste","MT",2020-04-21,0,181,0,6
"2388","Centro-Oeste","MT",2020-04-22,2,183,0,6
"2389","Centro-Oeste","MT",2020-04-23,38,221,1,7
"2390","Centro-Oeste","MT",2020-04-24,19,240,1,8
"2391","Centro-Oeste","MT",2020-04-25,7,247,1,9
"2392","Centro-Oeste","MT",2020-04-26,3,250,0,9
"2393","Centro-Oeste","MT",2020-04-27,7,257,1,10
"2394","Centro-Oeste","MT",2020-04-28,4,261,1,11
"2395","Centro-Oeste","MT",2020-04-29,31,292,0,11
"2396","Centro-Oeste","MT",2020-04-30,5,297,0,11
"2397","Centro-Oeste","MT",2020-05-01,23,320,0,11
"2398","Centro-Oeste","MT",2020-05-02,11,331,1,12
"2399","Centro-Oeste","MT",2020-05-03,6,337,0,12
"2400","Centro-Oeste","MT",2020-05-04,7,344,1,13
"2401","Centro-Oeste","GO",2020-01-30,0,0,0,0
"2402","Centro-Oeste","GO",2020-01-31,0,0,0,0
"2403","Centro-Oeste","GO",2020-02-01,0,0,0,0
"2404","Centro-Oeste","GO",2020-02-02,0,0,0,0
"2405","Centro-Oeste","GO",2020-02-03,0,0,0,0
"2406","Centro-Oeste","GO",2020-02-04,0,0,0,0
"2407","Centro-Oeste","GO",2020-02-05,0,0,0,0
"2408","Centro-Oeste","GO",2020-02-06,0,0,0,0
"2409","Centro-Oeste","GO",2020-02-07,0,0,0,0
"2410","Centro-Oeste","GO",2020-02-08,0,0,0,0
"2411","Centro-Oeste","GO",2020-02-09,0,0,0,0
"2412","Centro-Oeste","GO",2020-02-10,0,0,0,0
"2413","Centro-Oeste","GO",2020-02-11,0,0,0,0
"2414","Centro-Oeste","GO",2020-02-12,0,0,0,0
"2415","Centro-Oeste","GO",2020-02-13,0,0,0,0
"2416","Centro-Oeste","GO",2020-02-14,0,0,0,0
"2417","Centro-Oeste","GO",2020-02-15,0,0,0,0
"2418","Centro-Oeste","GO",2020-02-16,0,0,0,0
"2419","Centro-Oeste","GO",2020-02-17,0,0,0,0
"2420","Centro-Oeste","GO",2020-02-18,0,0,0,0
"2421","Centro-Oeste","GO",2020-02-19,0,0,0,0
"2422","Centro-Oeste","GO",2020-02-20,0,0,0,0
"2423","Centro-Oeste","GO",2020-02-21,0,0,0,0
"2424","Centro-Oeste","GO",2020-02-22,0,0,0,0
"2425","Centro-Oeste","GO",2020-02-23,0,0,0,0
"2426","Centro-Oeste","GO",2020-02-24,0,0,0,0
"2427","Centro-Oeste","GO",2020-02-25,0,0,0,0
"2428","Centro-Oeste","GO",2020-02-26,0,0,0,0
"2429","Centro-Oeste","GO",2020-02-27,0,0,0,0
"2430","Centro-Oeste","GO",2020-02-28,0,0,0,0
"2431","Centro-Oeste","GO",2020-02-29,0,0,0,0
"2432","Centro-Oeste","GO",2020-03-01,0,0,0,0
"2433","Centro-Oeste","GO",2020-03-02,0,0,0,0
"2434","Centro-Oeste","GO",2020-03-03,0,0,0,0
"2435","Centro-Oeste","GO",2020-03-04,0,0,0,0
"2436","Centro-Oeste","GO",2020-03-05,0,0,0,0
"2437","Centro-Oeste","GO",2020-03-06,0,0,0,0
"2438","Centro-Oeste","GO",2020-03-07,0,0,0,0
"2439","Centro-Oeste","GO",2020-03-08,0,0,0,0
"2440","Centro-Oeste","GO",2020-03-09,0,0,0,0
"2441","Centro-Oeste","GO",2020-03-10,0,0,0,0
"2442","Centro-Oeste","GO",2020-03-11,0,0,0,0
"2443","Centro-Oeste","GO",2020-03-12,0,0,0,0
"2444","Centro-Oeste","GO",2020-03-13,3,3,0,0
"2445","Centro-Oeste","GO",2020-03-14,0,3,0,0
"2446","Centro-Oeste","GO",2020-03-15,0,3,0,0
"2447","Centro-Oeste","GO",2020-03-16,0,3,0,0
"2448","Centro-Oeste","GO",2020-03-17,3,6,0,0
"2449","Centro-Oeste","GO",2020-03-18,2,8,0,0
"2450","Centro-Oeste","GO",2020-03-19,4,12,0,0
"2451","Centro-Oeste","GO",2020-03-20,3,15,0,0
"2452","Centro-Oeste","GO",2020-03-21,5,20,0,0
"2453","Centro-Oeste","GO",2020-03-22,1,21,0,0
"2454","Centro-Oeste","GO",2020-03-23,2,23,0,0
"2455","Centro-Oeste","GO",2020-03-24,4,27,0,0
"2456","Centro-Oeste","GO",2020-03-25,2,29,0,0
"2457","Centro-Oeste","GO",2020-03-26,10,39,1,1
"2458","Centro-Oeste","GO",2020-03-27,10,49,0,1
"2459","Centro-Oeste","GO",2020-03-28,7,56,0,1
